status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,present_residence,property,age,housing,number_credits,job,telephone,foreign_worker,credit_risk
2,24,3,3,7.348587530927593,1.0986122886681098,4,3,2,2,2,23,1,1.0986122886681098,3,2,2,1
4,6,4,0,5.8944028342648505,1.0986122886681098,3,4,2,4,3,52,2,1.0986122886681098,2,1,2,1
4,12,4,2,7.568379267836522,0.6931471805599453,5,4,3,4,1,43,2,1.3862943611198906,3,2,2,1
3,12,2,0,7.193685818395112,0.6931471805599453,2,4,3,1,1,26,2,0.6931471805599453,3,1,2,1
1,33,4,2,8.362175469149628,1.3862943611198906,3,1,2,4,3,23,2,1.0986122886681098,3,1,2,0
1,24,2,2,7.7664168980196555,1.0986122886681098,1,1,1,1,2,33,2,0.6931471805599453,3,1,2,0
4,24,2,3,8.19478163844336,1.0986122886681098,5,2,3,4,3,31,2,1.0986122886681098,3,1,2,0
1,12,2,4,6.60934924316738,1.0986122886681098,1,4,2,3,2,22,2,0.6931471805599453,3,1,2,0
1,24,2,1,7.976251943745623,0.6931471805599453,4,2,3,1,4,34,3,0.6931471805599453,4,2,2,1
1,18,4,0,8.57602797713713,0.6931471805599453,5,2,3,4,4,36,3,1.3862943611198906,4,2,2,1
2,12,2,2,8.012349639327795,0.6931471805599453,2,3,2,1,1,34,1,0.6931471805599453,4,1,2,1
1,12,2,2,7.4133673356952405,0.6931471805599453,3,2,3,2,1,27,2,0.6931471805599453,3,1,2,1
1,36,2,2,8.55256033525353,0.6931471805599453,4,4,3,2,2,29,2,0.6931471805599453,3,1,2,0
4,24,4,2,7.615298339825815,0.6931471805599453,4,2,3,2,2,30,2,1.0986122886681098,2,1,2,1
1,15,4,2,6.883462586413092,0.6931471805599453,3,2,1,3,2,25,2,1.0986122886681098,3,1,2,1
1,6,4,0,6.413458957167357,0.6931471805599453,4,4,2,3,2,37,2,1.0986122886681098,3,1,2,1
2,24,2,2,8.029432840581244,1.0986122886681098,5,4,3,4,4,30,3,0.6931471805599453,3,1,2,1
1,12,2,2,7.8547691834991324,0.6931471805599453,3,2,1,1,3,42,2,0.6931471805599453,3,1,2,1
1,24,2,1,8.791790024319363,0.6931471805599453,1,4,3,2,4,29,3,0.6931471805599453,4,2,2,1
1,30,2,2,8.042056410058754,0.6931471805599453,2,2,1,4,2,31,2,0.6931471805599453,2,1,2,0
1,6,4,2,7.5352967024440884,0.6931471805599453,1,4,3,4,4,36,3,1.3862943611198906,4,2,2,1
4,12,2,0,7.958576903813898,1.791759469228055,1,4,3,4,4,38,2,0.6931471805599453,4,2,2,1
4,18,4,3,7.367077059881012,1.6094379124341003,5,4,3,4,3,46,2,1.0986122886681098,3,1,2,1
1,12,2,2,7.8551570058813445,0.6931471805599453,1,3,2,4,4,55,3,0.6931471805599453,4,1,2,1
1,15,4,2,7.2682230211595655,0.6931471805599453,3,4,2,3,2,25,1,1.0986122886681098,3,1,2,1
1,24,2,2,8.335671314792847,0.6931471805599453,3,4,3,4,2,28,2,0.6931471805599453,3,1,2,1
1,36,2,2,8.283999304248526,0.6931471805599453,1,4,3,3,2,30,2,0.6931471805599453,4,2,2,1
1,12,4,2,7.717351272185329,0.6931471805599453,5,3,3,3,2,60,2,1.0986122886681098,3,1,2,0
1,20,4,2,8.360071435644025,0.6931471805599453,5,1,2,4,2,24,2,1.0986122886681098,3,1,2,1
1,24,4,1,7.992268643270745,0.6931471805599453,5,4,3,4,2,63,2,1.0986122886681098,3,2,2,1
1,36,4,2,7.761744984658913,0.6931471805599453,3,3,4,2,2,46,2,1.0986122886681098,3,2,2,1
2,24,2,2,8.378390788535778,1.791759469228055,3,1,2,4,2,48,2,0.6931471805599453,2,2,2,1
2,6,2,3,5.910796644040527,1.791759469228055,5,4,3,4,2,38,2,0.6931471805599453,3,1,2,1
4,24,4,3,7.793586803371584,1.791759469228055,5,4,3,4,2,53,2,1.0986122886681098,3,1,2,1
2,6,2,3,6.3818160174060985,0.6931471805599453,2,3,4,3,1,26,2,0.6931471805599453,2,1,1,1
1,8,4,0,6.570882962339584,0.6931471805599453,5,4,3,4,1,47,2,1.0986122886681098,2,1,2,1
1,9,4,3,7.037905963447182,0.6931471805599453,3,4,3,4,1,25,2,1.0986122886681098,2,1,2,1
1,12,2,3,7.703007682479236,0.6931471805599453,3,4,3,3,2,24,2,0.6931471805599453,2,1,2,1
4,24,4,2,7.368970402194793,0.6931471805599453,4,4,3,3,2,40,2,1.0986122886681098,3,1,2,1
2,10,2,2,7.3277805384216315,0.6931471805599453,3,4,1,2,3,31,2,0.6931471805599453,2,1,2,1
1,24,2,3,7.1569563646156364,1.0986122886681098,3,4,2,2,3,32,2,0.6931471805599453,2,1,2,0
1,12,2,0,7.063903961472068,0.6931471805599453,3,4,4,3,1,27,2,0.6931471805599453,2,1,2,1
2,6,2,5,6.12029741895095,0.6931471805599453,2,3,4,1,2,22,2,0.6931471805599453,2,1,2,1
4,15,3,1,8.187299270155147,0.6931471805599453,2,1,2,2,2,46,2,1.0986122886681098,2,1,2,1
4,12,2,2,7.478169694159785,0.6931471805599453,3,3,3,2,1,24,1,0.6931471805599453,2,1,2,1
4,24,2,3,7.254177846456518,0.6931471805599453,3,4,4,2,2,28,2,0.6931471805599453,3,1,2,1
1,24,4,3,7.116394144093465,1.6094379124341003,5,4,2,4,2,57,1,1.0986122886681098,4,2,2,1
2,36,4,1,8.665785595466064,0.6931471805599453,3,3,3,4,3,34,2,1.0986122886681098,3,2,2,1
1,30,2,2,8.195057690895077,1.6094379124341003,5,4,2,4,2,57,1,1.0986122886681098,3,2,2,1
4,15,2,4,7.141245122350491,1.3862943611198906,4,4,3,3,2,36,2,1.0986122886681098,3,2,2,1
2,30,4,0,7.687997166393016,1.791759469228055,5,4,3,4,1,36,2,1.0986122886681098,3,1,2,1
4,9,4,6,7.126890808898808,1.791759469228055,5,4,2,4,2,41,1,1.0986122886681098,2,1,2,1
4,36,0,5,7.868636894184167,0.6931471805599453,3,4,3,2,3,27,2,1.0986122886681098,3,1,2,1
2,18,2,2,7.562681246721884,1.791759469228055,2,4,2,3,1,27,1,0.6931471805599453,3,1,2,0
3,15,2,6,7.552762084214147,0.6931471805599453,5,4,3,4,3,40,1,0.6931471805599453,4,2,2,1
2,18,2,1,7.930206206684683,0.6931471805599453,3,1,4,3,3,21,1,0.6931471805599453,3,2,2,1
4,12,2,0,7.541683099882111,0.6931471805599453,5,4,3,4,3,39,2,0.6931471805599453,4,2,2,1
4,15,4,1,8.122371243406553,1.6094379124341003,5,3,3,4,4,23,1,1.0986122886681098,3,2,2,1
1,15,2,0,7.828834527588089,0.6931471805599453,1,1,2,4,3,23,1,0.6931471805599453,3,1,2,1
4,6,2,4,7.199678345691172,1.3862943611198906,3,1,1,4,1,62,2,0.6931471805599453,3,1,2,1
2,9,2,3,6.9874902470009905,0.6931471805599453,5,4,3,4,3,37,2,1.0986122886681098,2,1,2,1
4,18,4,3,7.047517221357296,1.6094379124341003,3,4,3,3,1,46,2,1.0986122886681098,3,1,2,1
2,15,2,5,7.1770187659099,0.6931471805599453,5,4,3,4,3,38,2,1.0986122886681098,2,1,2,1
4,12,2,2,7.459914766241105,0.6931471805599453,4,3,2,4,1,31,2,0.6931471805599453,2,1,2,1
4,12,2,3,8.026170194946426,1.6094379124341003,4,2,1,4,1,61,2,0.6931471805599453,2,1,2,1
1,24,2,2,8.005367067316664,1.791759469228055,3,2,4,4,3,20,2,0.6931471805599453,3,1,2,0
4,6,2,2,7.4770384723196965,0.6931471805599453,3,1,4,2,2,21,1,0.6931471805599453,3,1,2,1
4,24,4,5,8.613956859848546,0.6931471805599453,5,3,3,4,4,44,3,1.0986122886681098,3,1,2,1
3,24,2,2,7.970049304976135,0.6931471805599453,5,3,1,4,4,51,3,0.6931471805599453,3,1,2,1
2,36,3,0,7.959625305098115,1.0986122886681098,5,4,3,3,4,30,3,0.6931471805599453,3,1,2,1
1,9,2,0,6.484635235635252,0.6931471805599453,3,4,3,3,3,28,2,0.6931471805599453,2,1,2,0
2,24,2,1,8.322151070212902,1.3862943611198906,2,3,2,4,3,28,1,0.6931471805599453,3,1,2,0
1,24,4,0,7.090076835776092,0.6931471805599453,5,4,3,4,3,60,2,1.0986122886681098,2,1,2,0
2,36,4,0,7.944846711001996,0.6931471805599453,2,4,1,4,3,27,2,1.0986122886681098,3,1,2,0
4,9,2,3,7.2991214627108,0.6931471805599453,4,4,3,2,3,22,2,0.6931471805599453,3,1,2,0
2,9,1,0,7.271008538280992,1.0986122886681098,4,2,3,3,4,29,2,0.6931471805599453,3,1,2,0
1,15,2,4,7.151485463904735,1.791759469228055,3,4,2,2,3,24,1,0.6931471805599453,3,1,2,0
1,9,2,0,7.260522598089852,0.6931471805599453,2,3,3,2,4,27,3,0.6931471805599453,4,2,2,0
1,18,2,4,7.1049654482698426,0.6931471805599453,3,4,4,3,1,47,2,0.6931471805599453,2,2,2,0
1,36,2,0,7.519149957669823,0.6931471805599453,2,4,2,4,3,34,2,0.6931471805599453,3,2,2,0
2,18,3,2,8.365905077202456,0.6931471805599453,5,4,1,3,4,40,2,0.6931471805599453,4,2,2,0
1,6,4,2,8.127109185346375,0.6931471805599453,3,1,1,4,1,44,1,0.6931471805599453,4,2,2,0
2,18,4,3,7.1276936993473985,0.6931471805599453,3,4,4,2,3,33,2,0.6931471805599453,3,1,2,0
4,15,2,6,8.439015410352214,1.0986122886681098,3,3,3,2,2,40,2,0.6931471805599453,4,2,2,0
1,12,1,3,7.673223121121708,0.6931471805599453,3,4,1,1,4,29,3,0.6931471805599453,3,1,2,0
2,15,0,0,7.483806687665835,0.6931471805599453,2,2,2,1,1,26,1,1.0986122886681098,1,1,2,0
3,15,2,3,7.752764808851328,0.6931471805599453,2,2,2,3,1,25,2,0.6931471805599453,2,1,2,0
1,12,2,6,6.679599185844383,0.6931471805599453,2,4,2,4,2,53,2,0.6931471805599453,3,1,2,0
3,21,4,6,7.749322464660356,0.6931471805599453,2,2,1,1,3,33,1,0.6931471805599453,3,1,2,0
1,24,2,0,7.231287004327616,1.791759469228055,3,4,2,2,2,35,2,0.6931471805599453,3,1,2,0
1,24,2,0,7.1592919047975645,1.791759469228055,4,4,2,4,4,32,1,0.6931471805599453,3,1,2,0
1,24,2,0,7.22402480828583,1.791759469228055,3,4,2,4,1,25,1,0.6931471805599453,3,1,2,0
2,18,2,0,6.949856455000773,1.791759469228055,3,4,2,2,2,33,2,0.6931471805599453,3,1,2,0
1,12,2,0,6.803505257608338,1.791759469228055,3,4,4,2,3,23,2,0.6931471805599453,3,1,2,0
1,24,2,0,7.0967213784947605,0.6931471805599453,2,4,2,4,2,24,1,0.6931471805599453,3,1,2,0
2,18,0,0,7.731492029245684,1.0986122886681098,2,3,2,3,3,28,2,1.0986122886681098,3,1,2,0
1,24,2,2,8.11552088154677,0.6931471805599453,5,4,3,2,2,39,1,0.6931471805599453,4,2,2,0
1,6,1,6,7.089243155027514,0.6931471805599453,5,4,2,4,4,35,3,0.6931471805599453,3,1,2,0
4,18,2,5,7.572502985020384,0.6931471805599453,2,4,2,4,1,23,2,0.6931471805599453,3,1,2,0
1,18,2,3,8.068089626278244,0.6931471805599453,3,2,2,2,1,24,2,0.6931471805599453,3,1,2,0
4,18,3,2,7.500529485395295,0.6931471805599453,4,4,2,1,1,22,2,0.6931471805599453,3,1,2,0
1,12,2,0,6.633318433280377,0.6931471805599453,4,4,3,2,1,26,2,0.6931471805599453,3,1,2,0
2,8,2,2,7.121252453244542,0.6931471805599453,3,3,2,4,1,24,2,0.6931471805599453,3,1,2,0
1,24,2,3,7.569927655242652,0.6931471805599453,2,4,1,3,2,32,2,0.6931471805599453,3,1,2,0
1,21,2,3,7.515344571180436,0.6931471805599453,3,3,2,2,1,25,2,1.0986122886681098,3,2,2,0
1,24,3,3,7.414572881350589,0.6931471805599453,2,4,2,2,3,29,1,0.6931471805599453,2,2,2,0
2,6,3,0,7.098375638590786,0.6931471805599453,1,4,3,4,2,47,2,0.6931471805599453,4,2,2,0
2,12,2,5,6.461468176353717,0.6931471805599453,3,4,3,2,3,30,2,0.6931471805599453,3,1,2,0
2,36,0,3,8.244071270295786,0.6931471805599453,3,4,2,1,3,42,2,0.6931471805599453,3,2,2,0
4,36,3,3,8.403800504061147,0.6931471805599453,3,4,3,2,3,26,2,1.0986122886681098,4,2,2,0
3,36,2,3,8.345455428161928,0.6931471805599453,3,4,3,2,3,26,2,0.6931471805599453,3,1,2,0
4,6,2,2,8.436416881388949,0.6931471805599453,2,1,2,4,2,32,2,0.6931471805599453,3,1,2,0
2,24,2,2,8.30844552038576,0.6931471805599453,4,3,1,3,3,43,2,0.6931471805599453,3,2,2,0
4,12,2,0,7.234898420314831,1.3862943611198906,3,2,2,2,2,26,2,0.6931471805599453,3,1,2,0
1,36,2,6,7.589841512182657,1.791759469228055,5,4,3,4,4,40,2,0.6931471805599453,4,2,2,0
2,18,4,2,7.564757012905729,0.6931471805599453,2,2,3,2,1,31,2,1.0986122886681098,2,1,2,0
4,12,2,2,7.024649030453636,1.3862943611198906,3,4,2,4,3,29,1,0.6931471805599453,2,1,2,0
2,27,4,3,7.83241092718792,1.3862943611198906,3,4,3,2,2,23,2,1.0986122886681098,2,1,2,0
1,36,2,3,7.741967899820685,0.6931471805599453,3,4,1,4,3,31,1,0.6931471805599453,3,1,2,0
1,42,2,3,8.285513309079741,0.6931471805599453,2,4,3,3,3,34,2,0.6931471805599453,3,1,2,0
1,12,2,3,6.590301048196686,1.0986122886681098,2,4,4,3,4,33,2,0.6931471805599453,2,2,2,0
2,12,2,3,7.336285660021297,0.6931471805599453,2,1,4,1,1,23,1,0.6931471805599453,3,1,2,0
3,15,4,3,7.148345743900068,1.791759469228055,3,3,3,4,4,39,3,1.0986122886681098,3,2,2,0
2,12,2,0,7.16703787691222,0.6931471805599453,2,3,2,1,3,25,1,0.6931471805599453,3,1,2,0
2,24,2,0,7.212294468500341,0.6931471805599453,2,3,2,4,3,25,2,0.6931471805599453,2,2,2,0
2,30,4,0,8.354674261918463,0.6931471805599453,1,4,4,2,3,28,2,1.0986122886681098,4,1,2,0
2,30,4,0,8.563122123304638,0.6931471805599453,1,4,4,2,3,28,2,1.0986122886681098,4,1,2,0
1,9,2,3,7.220373836723949,0.6931471805599453,2,3,2,4,2,22,1,0.6931471805599453,3,1,2,0
1,18,2,2,7.813591552952433,0.6931471805599453,1,4,3,1,3,25,2,0.6931471805599453,1,1,2,0
3,9,0,3,7.198931240688173,0.6931471805599453,2,4,3,2,3,34,2,1.0986122886681098,4,2,2,0
2,15,1,0,7.142827401161621,1.0986122886681098,3,2,4,2,2,25,1,0.6931471805599453,3,1,2,0
2,15,2,0,7.875499292445208,1.0986122886681098,3,2,2,4,3,28,1,1.0986122886681098,3,2,2,0
1,24,2,0,8.046869510959576,0.6931471805599453,2,4,2,1,2,27,2,0.6931471805599453,3,1,2,0
1,24,2,3,7.799753318287247,0.6931471805599453,2,4,2,4,1,35,2,0.6931471805599453,3,2,2,0
2,12,2,3,7.3031700512368,1.791759469228055,3,2,4,1,1,25,2,0.6931471805599453,3,2,2,0
1,18,2,2,7.0317412587631285,0.6931471805599453,1,4,2,2,3,33,2,0.6931471805599453,3,1,2,0
2,24,3,2,7.632885505395133,0.6931471805599453,1,3,2,2,2,34,2,0.6931471805599453,4,2,2,0
4,27,2,0,7.852050207265889,0.6931471805599453,3,3,2,3,1,21,1,0.6931471805599453,3,1,2,0
1,18,0,2,8.043984431221553,0.6931471805599453,2,1,2,4,2,26,1,0.6931471805599453,3,1,2,0
1,18,4,2,7.661527081358517,0.6931471805599453,3,4,2,4,1,24,1,1.0986122886681098,3,1,2,0
1,30,2,2,7.786136437783072,0.6931471805599453,4,4,2,4,1,23,1,0.6931471805599453,3,1,2,0
1,12,4,0,6.539585955617669,0.6931471805599453,5,4,3,3,2,35,2,1.0986122886681098,3,1,2,0
1,18,2,2,7.809135398120538,0.6931471805599453,3,2,3,2,3,22,2,0.6931471805599453,3,1,2,0
1,12,2,2,7.1569563646156364,0.6931471805599453,3,2,2,4,3,20,1,0.6931471805599453,3,1,2,0
2,12,0,2,7.996317231796746,0.6931471805599453,2,4,2,3,2,25,1,1.0986122886681098,3,1,2,0
1,24,2,0,7.274479558773871,0.6931471805599453,4,4,2,4,3,23,1,1.0986122886681098,3,1,2,0
1,18,2,2,7.620705086838262,0.6931471805599453,3,1,2,4,1,20,1,0.6931471805599453,3,1,2,0
2,12,2,0,7.1098794630722715,0.6931471805599453,5,1,1,1,1,46,1,1.0986122886681098,3,1,2,0
1,12,2,0,7.224753405767971,0.6931471805599453,4,2,1,3,3,36,2,0.6931471805599453,3,1,2,0
1,12,2,3,6.565264970035361,0.6931471805599453,5,4,3,4,1,57,2,0.6931471805599453,2,1,2,0
4,10,2,2,7.701200180857446,0.6931471805599453,3,2,3,2,1,25,1,0.6931471805599453,2,1,2,0
3,12,4,0,6.84587987526405,1.3862943611198906,4,4,4,2,1,28,2,1.3862943611198906,3,2,2,0
2,24,2,3,8.03689677268507,1.0986122886681098,2,3,4,2,3,22,1,0.6931471805599453,3,2,2,0
2,12,2,3,7.194436851100335,0.6931471805599453,2,2,3,1,3,22,2,0.6931471805599453,3,1,2,0
1,24,2,2,8.081784206935001,0.6931471805599453,2,4,2,4,1,23,1,0.6931471805599453,2,2,2,0
1,18,2,3,7.204892510204673,0.6931471805599453,3,4,4,3,1,26,2,0.6931471805599453,3,1,2,0
1,6,2,6,6.1070228877422545,0.6931471805599453,2,4,2,4,2,23,2,0.6931471805599453,3,1,2,0
2,12,2,2,7.924072324923417,1.791759469228055,5,1,2,2,2,25,2,0.6931471805599453,3,2,2,0
1,12,2,1,8.127699852817772,0.6931471805599453,5,3,3,4,4,35,3,0.6931471805599453,3,2,2,0
2,24,2,3,7.620705086838262,0.6931471805599453,2,1,4,1,2,22,2,0.6931471805599453,3,2,2,0
1,12,2,3,6.51471269087253,1.0986122886681098,4,4,4,1,2,20,2,0.6931471805599453,3,1,2,0
1,18,2,0,6.884486652042782,0.6931471805599453,2,1,2,2,3,23,2,0.6931471805599453,2,1,2,0
2,24,2,0,7.908019444632471,0.6931471805599453,3,3,2,4,2,20,1,0.6931471805599453,2,2,2,0
1,18,2,6,6.621405651764134,0.6931471805599453,1,4,2,1,1,27,2,0.6931471805599453,1,1,2,0
1,12,0,3,8.732304571033183,0.6931471805599453,3,4,3,2,2,28,1,1.0986122886681098,3,2,2,0
2,12,2,3,8.774776816043985,1.791759469228055,1,2,3,1,4,52,2,0.6931471805599453,4,2,2,0
1,30,2,2,8.756367559802975,1.791759469228055,5,4,3,4,2,31,2,0.6931471805599453,3,1,2,0
